Compound,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
C1CNCCNC1,3.2847222222222223,1.1388888888888888,3.2847222222222223,1.1388888888888888,0.43138751888460325,100.165,88.06899999999999,100.10004838399999,42,0,0.007669030051762763,-0.3154204110222067,0.3154204110222067,0.007669030051762763,0.7142857142857143,1.2857142857142858,1.8571428571428572,2.0416666666666665,25.693328434369647,4.949747468305834,4.535533905932738,4.535533905932738,3.5,2.914213562373095,2.914213562373095,1.8535533905932735,1.8535533905932735,1.185660171779821,1.185660171779821,0.7651650429449551,0.7651650429449551,-0.08,58.974147804380216,5.0645086705202305,2.9925383407397503,1.8996852551037455,44.292912699102835,10.633577208012662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.51033443475116,13.08951281182515,0.0,0.0,0.0,0.0,10.633577208012662,0.0,6.4208216229260096,26.1790256236503,0.0,0.0,0.0,10.633577208012662,0.0,0.0,0.0,26.1790256236503,0.0,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,24.06,0.0,0.0,0.0,0.0,0.0,13.08951281182515,19.51033443475116,0.0,0.0,10.633577208012662,0.0,0.0,0.0,0.0,6.569444444444445,0.0,0.0,0.0,1.2777777777777777,4.652777777777778,0.0,1.0,7,2,2,0,1,1,0,0,0,2,2,2,0,0,1,1,1,-0.43069999999999986,30.35639999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCCCCCCN,5.279492630385487,0.8239795918367347,5.279492630385487,0.8239795918367347,0.5127392274046669,116.20800000000001,100.07999999999998,116.13134851199999,50,0,-0.0077275401608168015,-0.3304735039378873,0.3304735039378873,0.0077275401608168015,0.625,1.0,1.25,2.53006045688352,31.509775004326936,6.242640687119286,5.397341225498536,5.397341225498536,3.914213562373095,3.316496580927726,3.316496580927726,1.9915638315627207,1.9915638315627207,1.1582482904638627,1.1582482904638627,0.6422285251880864,0.6422285251880864,-0.08,61.499612265106904,7.919999999999998,6.92,5.92,51.243742993838026,11.46733495432437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852019,25.93115605767717,0.0,0.0,0.0,0.0,0.0,0.0,11.46733495432437,25.683286491704038,13.08951281182515,0.0,0.0,0.0,11.46733495432437,0.0,0.0,0.0,13.08951281182515,0.0,0.0,25.683286491704038,0.0,0.0,0.0,0.0,52.04,0.0,0.0,0.0,0.0,0.0,25.93115605767717,12.841643245852019,0.0,0.0,0.0,11.46733495432437,0.0,0.0,0.0,0.0,10.558985260770974,0.0,0.0,4.793055555555555,1.6479591836734695,0.0,1.0,8,4,2,0,0,0,0,0,0,2,2,2,5,0,0,0,0,0.46420000000000006,36.57679999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Nc1cccc(N)c1,5.378611111111111,0.7129629629629632,5.378611111111111,0.7129629629629632,0.4839273658917496,108.144,100.07999999999998,108.06874825599999,42,0,0.03341424969957052,-0.3986672494363507,0.3986672494363507,0.03341424969957052,1.0,1.5,1.75,3.077660437970554,166.38833891467198,5.983127663125442,4.464101615137754,4.464101615137754,3.787693700234704,2.3987174742355446,2.3987174742355446,1.6701209903606156,1.6701209903606156,0.9106836025229594,0.9106836025229594,0.5590098792495042,0.5590098792495042,-1.1800000000000002,64.0524865010122,4.966627565982405,1.7381205361963379,0.9041418956093399,48.11118451352239,11.46733495432437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06636706846161,18.19910120538483,11.374772549367124,0.0,0.0,11.374772549367124,0.0,0.0,0.0,0.0,11.46733495432437,24.26546827384644,0.0,0.0,11.46733495432437,11.374772549367124,0.0,0.0,0.0,0.0,0.0,0.0,24.26546827384644,0.0,0.0,0.0,52.04,0.0,0.0,0.0,0.0,11.374772549367124,0.0,0.0,18.19910120538483,6.06636706846161,0.0,11.46733495432437,0.0,0.0,0.0,0.0,12.183148148148149,0.0,7.150185185185185,0.0,0.0,0.0,0.0,8,4,2,0,0,0,1,0,1,2,2,2,0,0,0,0,1,0.851,35.2668,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)NCCCN,5.274734504913076,0.5986574074074074,5.274734504913076,0.5986574074074074,0.519501148505668,116.20800000000001,100.08,116.13134851199999,50,0,0.001033673998815547,-0.330424743576492,0.330424743576492,0.001033673998815547,1.5,2.125,2.5,2.715842761293259,43.79319390447952,6.405777393935816,5.776020881938894,5.776020881938894,3.770055610029662,3.205177354031201,3.205177354031201,2.25105320879927,2.25105320879927,0.9334866982898378,0.9334866982898378,0.4927992798267443,0.4927992798267443,-0.08,48.27551104108667,7.919999999999998,5.0645086705202305,5.92,51.45371448043335,11.050456081168516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,19.51033443475116,6.041840829147961,0.0,0.0,0.0,0.0,5.316788604006331,5.733667477162185,26.31013685145522,13.08951281182515,0.0,0.0,0.0,11.050456081168516,0.0,0.0,0.0,19.13135364097311,0.0,0.0,20.268296022307258,0.0,0.0,0.0,0.0,38.05,0.0,0.0,0.0,0.0,6.041840829147961,19.51033443475116,0.0,0.0,0.0,19.16426300338758,5.733667477162185,0.0,0.0,0.0,3.266388888888889,5.274734504913076,0.0,0.5986574074074074,1.0815277777777776,6.112024754346184,0.0,1.0,8,3,2,0,0,0,0,0,0,2,2,2,4,0,0,0,0,0.33320000000000005,36.81009999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CCCNCCN,5.206788548752835,0.75,5.206788548752835,0.75,0.4881278624143368,102.18100000000001,88.069,102.11569844799999,44,0,0.00744487776206613,-0.329208098066498,0.329208098066498,0.00744487776206613,1.4285714285714286,2.142857142857143,2.5714285714285716,2.447472887876344,25.26112492884004,5.535533905932738,4.905777393935816,4.905777393935816,3.414213562373095,2.822461852836958,2.822461852836958,1.5386751345948126,1.5386751345948126,0.74789095789068,0.74789095789068,0.40383876791260254,0.40383876791260254,-0.08,35.509609925153406,6.92,5.92,5.920000000000001,45.08877236603674,11.050456081168516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,12.965578028838586,13.08951281182515,0.0,0.0,0.0,0.0,5.316788604006331,5.733667477162185,13.344558822616634,19.634269217737724,0.0,0.0,0.0,11.050456081168516,0.0,0.0,0.0,19.634269217737724,0.0,0.0,13.344558822616634,0.0,0.0,0.0,0.0,38.05,0.0,0.0,0.0,0.0,0.0,19.634269217737724,6.4208216229260096,0.0,0.0,12.240525803696954,5.733667477162185,0.0,0.0,0.0,3.1597222222222223,5.206788548752835,0.0,0.0,1.1944444444444444,4.939044784580499,0.0,1.0,7,3,2,0,0,0,0,0,0,2,2,2,4,0,0,0,0,-0.055300000000000016,32.215099999999985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
CCCCCCCCN,5.343246488410179,0.8671875,5.343246488410179,0.8671875,0.5470736840212029,129.247,110.09499999999998,129.151749608,56,0,-0.007727546703972456,-0.33047350396342257,0.33047350396342257,0.007727546703972456,0.8888888888888888,1.4444444444444444,2.0,2.595082706793886,37.832293921787276,6.949747468305834,6.52709773749546,6.52709773749546,4.414213562373095,4.11535507165041,4.11535507165041,2.556442087561181,2.556442087561181,1.557677535825205,1.557677535825205,0.9246676531873167,0.9246676531873167,-0.04,103.68791599331826,8.960000000000003,7.960000000000003,7.9600000000000035,58.633736525618524,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.02784531432067,12.965578028838586,0.0,0.0,0.0,0.0,0.0,0.0,5.733667477162185,45.448666937246685,6.544756405912575,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,6.544756405912575,0.0,0.0,45.448666937246685,0.0,0.0,0.0,0.0,26.02,0.0,0.0,0.0,0.0,0.0,6.544756405912575,38.524929737556064,0.0,0.0,6.923737199690624,5.733667477162185,0.0,0.0,0.0,0.0,5.343246488410179,0.0,0.0,8.050546343537414,3.106207168052406,0.0,1.0,9,2,1,0,0,0,0,0,0,1,1,1,6,0,0,0,0,2.3056,42.430400000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
CN(C)CCCCN(C)C,2.2318055555555554,1.2161111111111111,2.2318055555555554,1.2161111111111111,0.52871871655611,144.262,124.10199999999998,144.16264864,62,0,-0.002436246359482885,-0.30939909982049363,0.30939909982049363,0.002436246359482885,0.7,1.0,1.2,2.909471975439737,59.65784284662087,7.983127663125442,7.7228543157461065,7.7228543157461065,4.625897657686229,3.9213099140335075,3.9213099140335075,3.3136586317537726,3.3136586317537726,1.4606549570167535,1.4606549570167535,0.8560623297836545,0.8560623297836545,-0.08,116.61674541783222,9.92,5.685803850156088,7.919999999999998,64.81351316901254,9.799819461700956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.12184398838592,0.0,0.0,0.0,0.0,0.0,9.799819461700956,0.0,12.841643245852019,41.28020074253391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.080020204234856,0.0,0.0,12.841643245852019,0.0,0.0,0.0,0.0,6.48,0.0,0.0,0.0,0.0,0.0,0.0,25.93115605767717,0.0,0.0,37.99050739240972,0.0,0.0,0.0,4.463611111111111,0.0,0.0,0.0,0.0,2.6213888888888888,2.4322222222222223,8.482777777777777,1.0,10,0,2,0,0,0,0,0,0,2,0,2,5,0,0,0,0,0.8897999999999999,46.34200000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CN1CN(C)CN(C)C1,2.28125,1.0876388888888888,2.28125,1.0876388888888888,0.44315820370892695,129.207,114.08699999999999,129.12659748,54,0,0.052337434513802975,-0.28049199507199535,0.28049199507199535,0.052337434513802975,0.6666666666666666,0.8888888888888888,1.1111111111111112,2.3408516164378748,69.28421251514428,6.8533711511285205,6.462961130059517,6.462961130059517,4.1815405503520555,3.2390073826009016,3.2390073826009016,2.9924510580628927,2.9924510580628927,1.4485281374238566,1.4485281374238566,1.3705601817178796,1.3705601817178796,-0.12,85.7569381887915,6.992612612612613,2.642835991792221,1.93040302009999,56.83763145689347,0.0,0.0,0.0,0.0,0.0,0.0,14.699729192551434,0.0,0.0,0.0,0.0,21.143015948031568,0.0,20.006073566697427,0.0,0.0,0.0,14.699729192551434,0.0,0.0,41.149089514729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.84881870728043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.72,0.0,0.0,0.0,0.0,0.0,20.006073566697427,0.0,0.0,0.0,35.842745140583006,0.0,0.0,0.0,6.84375,0.0,0.0,0.0,0.0,0.0,3.2629166666666665,6.3933333333333335,1.0,9,0,3,0,1,1,0,0,0,3,0,3,0,0,1,1,1,-0.33210000000000006,37.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCCN,4.902777777777778,0.5972222222222222,4.902777777777778,0.5972222222222222,0.4034955207762654,60.09999999999999,52.035999999999994,60.06874825599999,26,0,0.004613277480336551,-0.3292161911466984,0.3292161911466984,0.004613277480336551,1.0,1.25,1.25,1.9747448713915894,6.0,3.414213562373095,2.5689141007523464,2.5689141007523464,1.914213562373095,1.3164965809277258,1.3164965809277258,0.5773502691896257,0.5773502691896257,0.16666666666666669,0.16666666666666669,0.0,0.0,-0.08,6.854752972273345,3.9200000000000004,2.92,1.9199999999999995,25.783974536251588,11.46733495432437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.08951281182515,0.0,0.0,0.0,0.0,0.0,11.46733495432437,0.0,13.08951281182515,0.0,0.0,0.0,11.46733495432437,0.0,0.0,0.0,13.08951281182515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.04,0.0,0.0,0.0,0.0,13.08951281182515,0.0,0.0,0.0,0.0,0.0,11.46733495432437,0.0,0.0,0.0,0.0,9.805555555555555,0.0,0.0,0.0,1.1944444444444444,0.0,1.0,4,4,2,0,0,0,0,0,0,2,2,2,1,0,0,0,0,-1.0962,18.108800000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCCNCCNCCNCCN,5.31953343278695,0.7064043209876543,5.31953343278695,0.7064043209876543,0.24887563434161078,189.307,166.123,189.19534573599998,80,0,0.007722975306620753,-0.32920809023778697,0.32920809023778697,0.007722975306620753,0.5384615384615384,0.8461538461538461,1.1538461538461537,2.7581498184332935,78.60357147141794,9.778174593052025,8.311554787871634,8.311554787871634,6.414213562373096,4.937816924487369,4.937816924487369,2.8273502691896253,2.8273502691896253,1.5993353063746336,1.5993353063746336,0.9326775358252051,0.9326775358252051,-0.2,812.7027727261354,12.800000000000002,11.8,11.799999999999999,80.62321377345536,27.417700766343362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.358051247300594,0.0,0.0,0.0,0.0,15.950365812018994,11.46733495432437,0.0,52.358051247300594,0.0,0.0,0.0,27.417700766343362,0.0,0.0,0.0,52.358051247300594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.13,0.0,0.0,0.0,0.0,13.08951281182515,39.26853843547545,0.0,0.0,0.0,15.950365812018994,11.46733495432437,0.0,0.0,0.0,9.71499464600655,10.6390668655739,0.0,0.0,0.0,7.145938488419549,0.0,1.0,13,7,5,0,0,0,0,0,0,5,5,5,10,0,0,0,0,-2.3273999999999972,56.71790000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
NCCNCCNCCN,5.266511164651046,0.7052469135802468,5.266511164651046,0.7052469135802468,0.3159259759712412,146.238,128.094,146.15314657599998,62,0,0.007722828964248951,-0.32920809023778697,0.32920809023778697,0.007722828964248951,0.7,1.1,1.4,2.6476048489438337,49.70950594454669,7.6568542494923815,6.397341225498538,6.397341225498538,4.914213562373096,3.730710143300821,3.730710143300821,2.0773502691896257,2.0773502691896257,1.1207819157813603,1.1207819157813603,0.6309008405285683,0.6309008405285683,-0.16,175.07674799821407,9.839999999999998,8.840000000000002,7.840000000000001,62.343467361054095,22.100912162337032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.26853843547545,0.0,0.0,0.0,0.0,10.633577208012662,11.46733495432437,0.0,39.26853843547545,0.0,0.0,0.0,22.100912162337032,0.0,0.0,0.0,39.26853843547545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.1,0.0,0.0,0.0,0.0,13.08951281182515,26.1790256236503,0.0,0.0,0.0,10.633577208012662,11.46733495432437,0.0,0.0,0.0,6.331275510204081,10.533022329302092,0.0,0.0,0.0,5.135702160493827,0.0,1.0,10,6,4,0,0,0,0,0,0,4,4,4,7,0,0,0,0,-1.916999999999998,43.84820000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
CCNCC,3.111111111111111,1.09375,3.111111111111111,1.09375,0.5048540523547576,73.139,62.05099999999999,73.08914935199999,32,0,-0.007751361127527677,-0.317281591027501,0.317281591027501,0.007751361127527677,1.2,1.6,1.6,2.19060968716425,11.119415478763749,4.121320343559642,3.914213562373095,3.914213562373095,2.414213562373095,2.1213203435596424,2.1213203435596424,0.9571067811865475,0.9571067811865475,0.4999999999999999,0.4999999999999999,0.24999999999999994,0.24999999999999994,-0.04,11.245112497836532,4.960000000000001,3.9600000000000004,3.9600000000000004,33.38393955462742,5.316788604006331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,13.08951281182515,0.0,0.0,0.0,0.0,0.0,5.316788604006331,0.0,13.847474399381248,13.08951281182515,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,13.08951281182515,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,12.03,0.0,0.0,0.0,0.0,0.0,13.08951281182515,0.0,0.0,0.0,19.16426300338758,0.0,0.0,0.0,0.0,3.111111111111111,0.0,0.0,0.0,0.0,6.388888888888889,0.0,1.0,5,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0.6157999999999999,24.217699999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N[C@H]1CCCC[C@@H]1N,5.653240740740741,0.2812499999999998,5.653240740740741,0.2812499999999998,0.4728906846937374,114.19200000000001,100.07999999999998,114.11569844799999,48,0,0.01917890591225305,-0.32631547498587804,0.32631547498587804,0.01917890591225305,0.875,1.25,1.5,2.2794002709583667,62.92878689342031,5.983127663125442,5.137828201504694,5.137828201504694,3.804530452640311,3.3164965809277263,3.3164965809277263,2.612166271417987,2.612166271417987,1.8748582618842164,1.8748582618842164,1.1882320055112356,1.1882320055112356,-0.08,72.49526582754562,6.046262626262625,2.464484911550468,1.2017292597512377,50.23791184030878,11.46733495432437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852019,12.841643245852019,12.083681658295921,0.0,0.0,0.0,0.0,0.0,11.46733495432437,37.76696814999996,0.0,0.0,0.0,0.0,11.46733495432437,0.0,0.0,0.0,12.083681658295921,0.0,0.0,25.683286491704038,0.0,0.0,0.0,0.0,52.04,0.0,0.0,0.0,12.083681658295921,0.0,12.841643245852019,12.841643245852019,0.0,0.0,0.0,11.46733495432437,0.0,0.0,0.0,0.0,11.306481481481482,0.0,0.5624999999999996,4.797685185185186,0.0,0.0,1.0,8,4,2,1,0,1,0,0,0,2,2,2,0,1,0,1,1,0.21499999999999997,34.41879999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCCN(CCN)CCN,5.366666666666667,0.6805555555555556,5.366666666666667,0.6805555555555556,0.411322804941681,146.238,128.094,146.15314657599998,62,0,0.010566898557264821,-0.32919852480874595,0.32919852480874595,0.010566898557264821,0.7,1.0,1.2,3.2950821163049606,52.50349346401791,7.819990956308912,6.421905090188121,6.421905090188121,4.846065214951232,3.673428169442103,3.673428169442103,2.2076661902843124,2.2076661902843124,1.3359816326712552,1.3359816326712552,0.8831327541301344,0.8831327541301344,-0.16,153.59701265360627,9.839999999999998,6.953122171945702,4.69379087242276,62.343467361054095,17.201002431486554,0.0,0.0,0.0,0.0,0.0,4.899909730850478,0.0,0.0,0.0,0.0,0.0,39.26853843547545,0.0,0.0,0.0,0.0,4.899909730850478,17.201002431486554,0.0,39.26853843547545,0.0,0.0,0.0,17.201002431486554,0.0,0.0,0.0,44.16844816632592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.3,0.0,0.0,0.0,0.0,19.634269217737724,19.634269217737724,0.0,0.0,0.0,4.899909730850478,17.201002431486554,0.0,0.0,2.1666666666666665,0.0,16.1,0.0,0.0,0.0,4.733333333333333,0.0,1.0,10,6,4,0,0,0,0,0,0,4,3,4,6,0,0,0,0,-1.835499999999998,43.60320000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNCCCN(C)C,3.096388888888889,1.1231944444444444,3.096388888888889,1.1231944444444444,0.5262155311798222,116.208,100.07999999999998,116.13134851199999,50,0,-0.0012740462178921794,-0.31970321463549534,0.31970321463549534,0.0012740462178921794,1.375,2.0,2.375,2.7158427612932585,43.79319390447952,6.405777393935816,6.0685339390596,6.0685339390596,3.770055610029662,3.0642083476100272,3.0642083476100272,2.26038270647016,2.26038270647016,1.0321041738050134,1.0321041738050134,0.5720614028176841,0.5720614028176841,-0.08,48.27551104108667,7.919999999999998,5.0645086705202305,5.92,51.87365745362399,10.216698334856808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.653350382782726,0.0,0.0,0.0,0.0,0.0,10.216698334856808,0.0,6.4208216229260096,34.23252875985672,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,39.132438490707194,0.0,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,15.27,0.0,0.0,0.0,0.0,0.0,6.544756405912575,12.965578028838586,0.0,7.04767198267719,24.31204230021119,0.0,0.0,0.0,2.191805555555556,3.096388888888889,0.0,0.0,0.0,1.2395833333333335,2.3045833333333334,6.167638888888889,1.0,8,1,2,0,0,0,0,0,0,2,1,2,4,0,0,0,0,0.15749999999999997,37.097699999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
